iter	Passed	Remaining
314	980	2131
315	982	2126
316	984	2120
317	986	2114
318	988	2109
319	990	2104
320	992	2100
321	995	2095
322	997	2090
323	999	2084
324	1001	2079
325	1003	2073
326	1005	2068
327	1007	2063
328	1010	2060
329	1012	2054
330	1014	2049
331	1016	2044
332	1018	2039
333	1020	2034
334	1022	2028
335	1025	2025
336	1027	2020
337	1029	2015
338	1031	2010
339	1033	2005
340	1035	2000
341	1037	1995
342	1040	1992
343	1042	1988
344	1044	1983
345	1046	1978
346	1048	1973
347	1050	1968
348	1052	1963
349	1055	1959
350	1057	1955
351	1059	1950
352	1061	1945
353	1063	1941
354	1065	1936
355	1067	1931
356	1070	1928
357	1072	1923
358	1074	1918
359	1076	1914
360	1078	1909
361	1080	1904
362	1082	1900
363	1084	1895
364	1087	1891
365	1089	1887
366	1091	1882
367	1093	1877
368	1095	1873
369	1097	1868
370	1099	1864
371	1102	1860
372	1104	1856
373	1106	1851
374	1108	1847
375	1110	1842
376	1112	1838
377	1114	1833
378	1117	1830
379	1119	1826
380	1121	1822
381	1123	1817
382	1125	1813
383	1129	1811
384	1132	1809
385	1135	1805
386	1137	1801
387	1138	1796
388	1141	1792
389	1143	1788
390	1145	1784
391	1147	1780
392	1149	1776
393	1151	1771
394	1153	1767
395	1155	1763
396	1157	1758
397	1159	1754
398	1162	1750
399	1164	1747
400	1166	1742
401	1168	1738
402	1170	1734
403	1172	1729
404	1174	1725
405	1176	1721
406	1179	1718
407	1181	1714
408	1183	1710
409	1185	1706
410	1187	1702
411	1189	1698
412	1191	1693
413	1193	1689
414	1196	1686
415	1198	1682
416	1200	1678
417	1202	1673
418	1204	1669
419	1206	1665
420	1208	1661
421	1211	1658
422	1213	1654
423	1215	1650
424	1216	1646
425	1218	1642
426	1220	1638
427	1222	1634
428	1224	1630
429	1227	1627
430	1229	1623
431	1231	1619
432	1234	1615
433	1236	1611
434	1238	1608
435	1240	1604
436	1243	1601
437	1245	1597
438	1247	1593
439	1249	1589
440	1251	1586
441	1253	1582
442	1255	1578
443	1258	1575
444	1260	1572
445	1263	1568
446	1265	1565
447	1267	1561
448	1269	1558
449	1271	1554
450	1274	1551
451	1276	1547
452	1278	1543
453	1280	1539
454	1282	1535
455	1284	1531
456	1286	1528
457	1289	1526
458	1291	1522
459	1293	1518
460	1295	1514
461	1297	1511
462	1299	1507
463	1301	1503
464	1304	1501
465	1306	1497
466	1308	1493
467	1310	1490
468	1312	1486
469	1314	1482
470	1316	1478
471	1320	1477
472	1322	1473
473	1324	1469
474	1326	1466
475	1328	1462
476	1330	1458
477	1333	1455
478	1335	1452
479	1337	1449
480	1339	1445
481	1341	1441
482	1343	1438
483	1345	1434
484	1347	1431
485	1350	1427
486	1352	1425
487	1354	1421
488	1356	1417
489	1358	1414
490	1360	1410
491	1362	1407
492	1364	1403
493	1367	1401
494	1369	1397
495	1371	1393
496	1373	1390
497	1375	1386
498	1377	1383
499	1379	1379
500	1382	1377
501	1384	1373
502	1386	1370
503	1388	1366
504	1390	1363
505	1392	1359
506	1395	1356
507	1397	1353
508	1399	1350
509	1401	1346
510	1403	1343
511	1405	1340
512	1408	1336
513	1410	1333
514	1412	1330
515	1415	1327
516	1417	1323
517	1419	1320
518	1421	1316
519	1423	1313
520	1425	1310
521	1427	1306
522	1430	1304
523	1432	1300
524	1434	1297
525	1436	1294
526	1437	1290
527	1440	1287
528	1442	1283
529	1444	1281
530	1447	1278
531	1449	1274
532	1451	1271
533	1453	1268
534	1455	1264
535	1457	1261
536	1459	1258
537	1461	1255
538	1463	1251
539	1465	1248
540	1467	1245
541	1469	1241
542	1471	1238
543	1473	1235
544	1476	1232
545	1478	1229
546	1480	1226
547	1482	1222
548	1484	1219
549	1486	1216
550	1488	1212
551	1491	1210
552	1493	1207
553	1495	1203
554	1497	1200
555	1499	1197
556	1501	1194
557	1503	1190
558	1505	1187
559	1508	1185
560	1511	1182
561	1513	1179
562	1515	1176
563	1517	1173
564	1519	1169
565	1522	1167
566	1524	1164
567	1526	1161
568	1528	1158
569	1530	1154
570	1532	1151
571	1534	1148
572	1537	1145
573	1539	1142
574	1541	1139
575	1543	1136
576	1545	1133
577	1547	1130
578	1549	1126
579	1551	1123
580	1554	1121
581	1556	1118
582	1558	1114
583	1560	1111
584	1562	1108
585	1564	1105
586	1566	1102
587	1569	1100
588	1572	1096
589	1573	1093
590	1575	1090
591	1577	1087
592	1579	1084
593	1581	1081
594	1584	1078
595	1586	1075
596	1588	1072
597	1590	1069
598	1592	1066
599	1594	1063
600	1596	1060
601	1599	1057
602	1601	1054
603	1603	1051
604	1605	1048
605	1607	1045
606	1609	1042
607	1611	1039
608	1613	1036
609	1616	1033
610	1618	1030
611	1620	1027
612	1622	1024
613	1624	1021
614	1626	1018
615	1628	1015
616	1631	1012
617	1633	1009
618	1635	1006
619	1637	1003
620	1639	1000
621	1642	997
622	1644	994
623	1646	992
624	1648	989
625	1650	986
626	1652	983
627	1654	980
628	1657	977
629	1659	974
630	1661	971
631	1663	968
632	1665	965
633	1667	962
634	1669	959
635	1672	956
636	1674	953
637	1676	951
638	1678	948
639	1680	945
640	1682	942
641	1684	939
642	1686	936
643	1688	933
644	1690	930
645	1693	928
646	1696	925
647	1698	922
648	1700	919
649	1702	916
650	1704	914
651	1706	911
652	1709	908
653	1711	905
654	1713	902
655	1716	899
656	1718	896
657	1720	893
658	1722	891
659	1724	888
660	1726	885
661	1728	882
662	1730	879
663	1732	876
664	1734	873
665	1736	870
666	1738	868
667	1741	865
668	1743	862
669	1745	859
670	1747	856
671	1749	853
672	1751	850
673	1753	848
674	1756	845
675	1758	842
676	1760	839
677	1762	837
678	1764	834
679	1766	831
680	1768	828
681	1771	825
682	1773	823
683	1775	820
684	1777	817
685	1779	814
686	1781	811
687	1783	808
688	1786	806
689	1789	803
690	1791	801
691	1793	798
692	1795	795
693	1797	792
694	1799	789
695	1802	787
696	1804	784
697	1806	781
698	1808	778
699	1810	775
700	1812	773
701	1814	770
702	1816	767
703	1819	764
704	1821	762
705	1823	759
706	1825	756
707	1827	753
708	1829	750
709	1831	748
710	1834	745
711	1836	742
712	1838	740
713	1840	737
714	1842	734
715	1844	731
716	1846	728
717	1849	726
718	1851	723
719	1854	721
720	1856	718
721	1858	715
722	1860	712
723	1862	709
724	1865	707
725	1867	704
726	1869	702
727	1871	699
728	1873	696
729	1875	693
730	1878	691
731	1881	689
732	1884	686
733	1886	683
734	1888	680
735	1890	677
736	1892	675
737	1895	672
738	1897	670
739	1899	667
740	1901	664
741	1903	661
742	1905	659
743	1907	656
744	1909	653
745	1912	651
746	1914	648
747	1916	645
748	1918	642
749	1920	640
750	1922	637
751	1924	634
752	1927	632
753	1929	629
754	1931	626
755	1933	624
756	1935	621
757	1937	618
758	1939	615
759	1942	613
760	1944	610
761	1946	608
762	1948	605
763	1950	602
764	1952	599
765	1954	597
766	1957	594
767	1960	592
768	1961	589
769	1964	586
770	1966	583
771	1968	581
772	1970	578
773	1972	576
774	1975	573
775	1977	570
776	1979	568
777	1981	565
778	1983	562
779	1985	560
780	1987	557
781	1990	554
782	1992	552
783	1994	549
784	1996	546
785	1998	544
786	2000	541
787	2002	538
788	2005	536
789	2007	533
790	2009	531
791	2011	528
792	2013	525
793	2015	523
794	2017	520
795	2020	517
796	2022	515
797	2024	512
798	2026	509
799	2028	507
800	2030	504
801	2032	501
802	2036	499
803	2038	496
804	2040	494
805	2042	491
806	2044	488
807	2046	486
808	2048	483
809	2051	481
810	2053	478
811	2055	475
812	2057	473
813	2059	470
814	2061	468
815	2063	465
816	2066	462
817	2068	460
818	2070	457
819	2072	455
820	2074	452
821	2077	449
822	2078	447
823	2083	445
824	2085	442
825	2088	439
826	2090	437
827	2092	434
828	2095	432
829	2098	429
830	2101	427
831	2103	424
832	2105	422
833	2107	419
834	2110	417
835	2113	414
836	2115	412
837	2117	409
838	2120	406
839	2122	404
840	2124	401
841	2132	400
842	2138	398
843	2142	396
844	2147	393
845	2151	391
846	2154	389
847	2157	386
848	2160	384
849	2163	381
850	2166	379
851	2169	376
852	2171	374
853	2173	371
854	2176	369
855	2178	366
856	2180	363
857	2183	361
858	2185	358
859	2187	356
860	2189	353
861	2191	350
862	2193	348
863	2195	345
864	2198	343
865	2200	340
866	2202	337
867	2204	335
868	2206	332
869	2208	329
870	2210	327
871	2213	324
872	2215	322
873	2217	319
874	2219	317
875	2221	314
876	2223	311
877	2225	309
878	2228	306
879	2230	304
880	2232	301
881	2234	298
882	2236	296
883	2238	293
884	2240	291
885	2243	288
886	2245	286
887	2248	283
888	2250	281
889	2253	278
890	2255	275
891	2257	273
892	2259	270
893	2262	268
894	2264	265
895	2266	263
896	2268	260
897	2270	257
898	2272	255
899	2275	252
900	2278	250
901	2280	247
902	2282	245
903	2284	242
904	2286	240
905	2289	237
906	2291	234
907	2293	232
908	2295	229
909	2297	227
910	2299	224
911	2302	222
912	2304	219
913	2307	217
914	2309	214
915	2311	211
916	2313	209
917	2315	206
918	2317	204
919	2319	201
920	2322	199
921	2324	196
922	2326	194
923	2328	191
924	2330	188
925	2332	186
926	2334	183
927	2337	181
928	2339	178
929	2341	176
930	2343	173
931	2345	171
932	2347	168
933	2349	166
934	2352	163
935	2354	160
936	2356	158
937	2358	155
938	2360	153
939	2362	150
940	2364	148
941	2367	145
942	2369	143
943	2371	140
944	2373	138
945	2375	135
946	2377	133
947	2380	130
948	2383	128
949	2385	125
950	2387	122
951	2389	120
952	2390	117
953	2393	115
954	2395	112
955	2397	110
956	2400	107
957	2402	105
958	2404	102
959	2406	100
960	2408	97
961	2410	95
962	2412	92
963	2415	90
964	2417	87
965	2419	85
966	2421	82
967	2423	80
968	2425	77
969	2427	75
970	2429	72
971	2432	70
972	2434	67
973	2436	65
974	2438	62
975	2440	60
976	2442	57
977	2444	54
978	2447	52
979	2449	49
980	2451	47
981	2453	44
982	2455	42
983	2457	39
984	2460	37
985	2462	34
986	2464	32
987	2466	29
988	2468	27
989	2470	24
990	2472	22
991	2474	19
992	2477	17
993	2479	14
994	2481	12
995	2483	9
996	2485	7
997	2487	4
998	2489	2
999	2492	0
